,name,nationality
131345,Mikhail Musatov,RU
131346,Zelimkhan Mutsoev,RU
131347,Boris Nemtsov,RU
131348,Sergey Neverov,RU
131349,Alexander Nevzorov,RU
131350,Ivan Nikitchuk,RU
131351,Vladimir Nikitin (politician),RU
131352,Abdul-Vahed Niyazov,RU
131353,Nikolay Olshansky,RU
131354,Chylgychy Ondar,RU
131355,Vladimir Pekhtin,RU
131356,Vladimir Plotnikov (politician),RU
131357,"Sergey Popov (politician, born 1948)",RU
131358,Adrian Puzanovsky,RU
131359,Gennady Raikov,RU
131360,Valery Rashkin,RU
131361,Vladislav Reznik,RU
131362,Igor Rodionov,RU
131363,Dmitry Rogozin,RU
131364,Igor Rudensky,RU
131365,Alexander Ryazanov,RU
131366,Yuly Rybakov,RU
131367,Nikolai Ryzhkov,RU
131368,Vladimir Ryzhkov,RU
131369,Fandas Safiullin,RU
131370,"Dmitry Savelyev (politician, born 1968)",RU
131371,Valery Saykin,RU
131372,Gennadiy Seleznyov,RU
131373,Andrey Selivanov (chess player),RU
131374,Gennady Semigin,RU
131375,Vitaly Sevastyanov,RU
131376,Martin Shakkum,RU
131377,Nikolay Shaklein,RU
131378,Vasily Shandybin,RU
131379,Yuri Shchekochikhin,RU
131380,Oleg Shein,RU
131381,Sergey Shishkarev,RU
131382,Alexander Shokhin,RU
131383,Vyacheslav Shport,RU
131384,Valentin Shurchanov,RU
131385,Andrei Skoch,RU
131386,Leonid Slutsky (politician),RU
131387,Oleg Smolin,RU
131388,Svyatoslav Sokol,RU
131389,Yegor Solomatin,RU
131390,Nikolai Sorokin,RU
131391,Sergei Stepashin,RU
131392,Vladimir Tikhonov,RU
131393,Gherman Titov,RU
131394,Alexander Tkachov (politician),RU
131395,Nikolay Travkin,RU
131396,Anatoly Tyazhlov,RU
131397,Grigory Yavlinsky,RU
131398,Vladimir Yetylin,RU
131399,Mikhail Yurevich,RU
131400,Sergei Yushenkov,RU
131401,Vitaliy Aleksandrovich Yuzhilin,RU
131402,Mikhail Zadornov (politician),RU
131403,Vladimir Zhirinovsky,RU
131404,Alexander Zhukov,RU
131405,Valery Zubov,RU
131406,Gennady Zyuganov,RU
131407,Alexander Abalakov,RU
131408,Ramazan Abdulatipov,RU
131409,Yury Afonin,RU
131410,Vakha Agaev,RU
131411,Bekkhan Agayev,RU
131412,Tamerlan Aguzarov,RU
131413,Olga Alimova,RU
131414,Andrey Alshevskikh,RU
131415,Adam Amirilayev,RU
131416,Igor Ananskikh,RU
131417,Andrey Anatoliyevich Andreyev,RU
131418,Grigory Anikeyev,RU
131419,Egor Anisimov,RU
131420,Roman Antonov,RU
131421,Nikolay Antoshkin,RU
131422,Otari Arshba,RU
131423,Mikhail Avdeev (politician),RU
131424,Alexander Babakov,RU
131425,Rima Batalova,RU
131426,Vadim Belousov,RU
131427,Elena Berezhnaya,RU
131428,Mikhail Berulava,RU
131429,Andrey Bocharov,RU
131430,Alexander Bogomaz,RU
131431,Vladimir Bortko,RU
131432,Nikolay Bortsov,RU
131433,Alexander Burkov,RU
131434,Vladimir Burmatov,RU
131435,Alexey Chepa,RU
131436,Viktor Cherkesov,RU
131437,Sergey Chizhov,RU
131438,Mikhail Degtyarev,RU
131439,Adam Delimkhanov,RU
131440,Ivan Demchenko,RU
131441,Vadim Dengin,RU
131442,Alexei Didenko,RU
131443,Vladimir Dolgikh,RU
131444,Vitaly Efimov (politician),RU
131445,Nikolay Ezersky (politician),RU
131446,Irshat Fakhritdinov,RU
131447,Pavel Fedyaev,RU
131448,Sergei Furgal,RU
131449,Yevgeny Fyodorov (politician),RU
131450,Murad Gadzhiev,RU
131451,Magomed Gadzhiyev,RU
131452,Sergei Gavrilov (politician),RU
131453,Zaur Gekkiyev,RU
131454,Ildar Gilmutdinov,RU
131455,Rostislav Goldstein,RU
131456,Dmitry Gudkov,RU
131457,Vladimir Gutenev,RU
131458,Konstantin Ilkovsky,RU
131459,Alexander Iltyakov,RU
131460,Yury Isaev,RU
131461,"Sergey Ivanov (politician, born 1969)",RU
131462,Boris Ivanyuzhenkov,RU
131463,Pavel Kachkayev,RU
131464,Leonid Kalashnikov,RU
131465,Sergey Karginov,RU
131466,Boris Kashin,RU
131467,Vladimir Kashin,RU
131468,Viktor Kazakov (politician),RU
131469,Makharbek Khadartsev,RU
131470,Airat Khairullin,RU
131471,Alexander Khinshtein,RU
131472,Gleb Khor,RU
131473,Roman Khudyakov,RU
131474,Viktor Kidyayev,RU
131475,Robert Kochiev,RU
131476,Andrey Kolesnik,RU
131477,Oleg Kolesnikov,RU
131478,Boris Komotsky,RU
131479,Vladimir Kononov (politician),RU
131480,Alexey Kornienko (politician),RU
131481,Andrey Krasov,RU
131482,Sergey Krivonosov,RU
131483,Vadim Kumin,RU
131484,Rizvan Kurbanov,RU
131485,Aleksandr Kurdyumov,RU
131486,Ivan Kvitka,RU
131487,"Oleg Lebedev (politician, born 1964)",RU
131488,"Oleg Lebedev (politician, born 1976)",RU
131489,Nikolai Levichev,RU
131490,Vasily Likhachyov,RU
131491,Anatoly Lokot,RU
131492,Andrey Lugovoy,RU
131493,Andrey Makarov (politician),RU
131494,Zurab Makiev,RU
131495,Rafael Mardanshin,RU
131496,Vyacheslav Markhayev,RU
131497,Sergey Mironov,RU
131498,Mikhail Moiseyev,RU
131499,Anton Morozov,RU
131500,Yevgeny Moskvichev,RU
131501,Yury Napso,RU
131502,Stanislav Naumov,RU
131503,Elena Nikolaeva (politician),RU
131504,Mikhail Nikolayev,RU
131505,Vyacheslav Nikonov,RU
131506,Oleg Nilov,RU
131507,Yaroslav Nilov,RU
131508,Dmitry Novikov,RU
131509,Sergei Obukhov,RU
131510,Alexey Ostrovsky,RU
131511,Vladimir Ovsyannikov,RU
131512,Nikolay Pankov,RU
131513,Sergey Petrov (businessman),RU
131514,Pyotr Pimashkov,RU
131515,Viktor Pinsky,RU
131516,Vladimir Pligin,RU
131517,Ilya Ponomarev,RU
131518,Sergey Aleksandrovich Popov,RU
131519,Vadim Potomsky,RU
131520,Vyacheslav Pozgalyov,RU
131521,Alexander Prokopyev,RU
131522,Aleksey Pushkov,RU
131523,Alexander Remezkov,RU
131524,Maksim Rokhmistrov,RU
131525,Roman Romanenko,RU
131526,Aleksey Russkikh,RU
131527,Dmitry Sablin,RU
131528,Shamsail Saraliev,RU
131529,"Oleg Savchenko (politician, born 1966)",RU
131530,"Dmitry Savelyev (politician, born 1971)",RU
131531,Robert Schlegel,RU
131532,Valery Seleznev,RU
131533,Nadezhda Shaydenko,RU
131534,Adalbi Shkhagoshev,RU
131535,Nadezhda Shkolkina,RU
131536,Viktor Shudegov,RU
131537,Fatikh Sibagatullin,RU
131538,Leonid Simanovsky,RU
131539,Yury Sinelshchikov,RU
131540,Sergey Sirotkin (politician),RU
131541,Aleksandr Skorobogatko,RU
131542,Aleksandr Aleksandrovich Smirnov,RU
131543,Sergei Sobko,RU
131544,Vasily Starodubtsev,RU
131545,Alexander Starovoitov,RU
131546,Ivan Sukharev,RU
131547,Andrey Svintsov,RU
131548,Valentin Sviridov,RU
131549,Dmitry Svishchev,RU
131550,Mikhail Tarasenko,RU
131551,Vasily Tarasyuk,RU
131552,Kazbek Taysaev,RU
131553,Sergey Ten,RU
131554,Alexander Terentyev (politician),RU
131555,Mikhail Terentyev,RU
131556,Alexey Tkachov,RU
131557,Vladislav Tretiak,RU
131558,Fedot Tumusov,RU
131559,Artem Turov,RU
131560,Ernest Valeev,RU
131561,Oleg Valenchuk,RU
131562,Nikolai Valuev,RU
131563,Aleksandr Vasiliev (politician),RU
131564,Nikolay Vasiliev (Russian politician),RU
131565,Vladimir Vasilyev (politician),RU
131566,Viktor Vodolatsky,RU
131567,Yury Volkov,RU
131568,Dmitry Vyatkin,RU
131569,Anatoly Vyborny,RU
131570,Alexey Yezubov,RU
131571,Alexander Yushchenko,RU
131572,Pavel Zavalny,RU
131573,Viktor Zavarzin,RU
131574,Sergei Zheleznyak,RU
131575,Sergey Zhigarev,RU
131576,Aleksey Zhuravlyov (politician),RU
131577,Viktor Zubarev (politician),RU
131578,Viktor Zvagelsky,RU
131579,Andrey Andreychenko,RU
131580,"Aleksandr Avdeyev (politician, born 1975)",RU
131581,Rakhim Azimov,RU
131582,Konstantin Bakharev,RU
131583,Vitaly Bakhmetyev,RU
131584,Ruslan Balbek,RU
131585,Dmitry Belik,RU
131586,Svetlana Bessarab,RU
131587,Daniil Bessarabov,RU
131588,"Sergey Bozhenov (politician, born 1957)",RU
131589,Nikolai Brykin,RU
131590,Boris Chernyshov,RU
131591,Galina Danchikova,RU
131592,Viktor Deryabkin,RU
131593,Akhmed Dogayev,RU
131594,Vladimir Drachev,RU
131595,Viacheslav Fetisov,RU
131596,Valery Gazzaev,RU
131597,Anton Getta,RU
131598,Boris Gladkikh,RU
131599,Alexey Gordeyev,RU
131600,Anton Gorelkin,RU
131601,Viktor Ignatov,RU
131602,Dmitry Islamov,RU
131603,"Maxim Ivanov (politician, born 1967)",RU
131604,Artyom Kavinov,RU
131605,Sergey Kazankov,RU
131606,Murat Khasanov,RU
131607,Sergey Kotkin,RU
131608,Andrei Kovalenko,RU
131609,Lev Kovpak,RU
131610,Andrey Kozenko,RU
131611,"Alexander Kozlovsky (politician, born 1973)",RU
131612,Anton Krasnoshtanov,RU
131613,Denis Kravchenko,RU
131614,Alexey Kurinny,RU
131615,Mikhail Kuzmin (politician),RU
131616,Dmitry Lameykin,RU
131617,Aleksey Lavrinenko,RU
131618,Ivan Loor,RU
131619,Roman Lyabikhov,RU
131620,Nikolay Lyubimov,RU
131621,Yevgeny Marchenko (politician),RU
131622,Alexander Maximov (politician),RU
131623,Vitaly Milonov,RU
131624,Dmitry Morozov,RU
131625,Nikolay Nikolaev (politician),RU
131626,"Vladimir Novikov (politician, born 1966)",RU
131627,Gennady Onishchenko,RU
131628,Nikolay Osadchy,RU
131629,Sergey Pakhomov,RU
131630,Vladimir Panov,RU
131631,Sergey Panteleev,RU
131632,Denis Parfenov,RU
131633,Vitaly Pashin,RU
131634,Boris Paykin,RU
131635,Dmitry Perminov,RU
131636,Nikolay Petrunin,RU
131637,Vasily Piskaryov,RU
131638,Yevgeny Primakov Jr.,RU
131639,Yevgeny Revenko,RU
131640,Mikhail Romanov (politician),RU
131641,Buvaisar Saitiev,RU
131642,Aleksandr Samokutyaev,RU
131643,Viktor Seliverstov,RU
131644,Vladimir Shamanov,RU
131645,Rifat Shaykhutdinov,RU
131646,Mikhail Shchapov,RU
131647,Mikhail Sheremet,RU
131648,Daniel Shilkov,RU
131649,Aleksandr Sholokhov,RU
131650,Pavel Shperov,RU
131651,Igor Shubin,RU
131652,Vadim Shuvalov,RU
131653,Yury Shvytkin,RU
131654,Gennady Sklyar,RU
131655,Dmitry Skrivanov,RU
131656,Valery Skrug,RU
131657,Sergey Sokol,RU
131658,Maksim Surayev,RU
131659,Dmitri Svatkovskiy,RU
131660,Artur Taymazov,RU
131661,Sergei Tchepikov,RU
131662,Pyotr Tolstoy (politician),RU
131663,Alexey Veller,RU
131664,Sergey Veremeenko,RU
131665,Vasily Vlasov,RU
131666,Sergey Yakhnyuk,RU
131667,Alexander Yakubovsky,RU
131668,Alexander Yaroshuk,RU
131669,Konstantin Zatulin,RU
131670,Vladimir Zhutenkov,RU
131671,Irek Zinnurov,RU
131672,Vladislav Davankov,RU
131673,Candidates in the 2018 Russian presidential election,RU
131674,Sergey Baburin,RU
131675,Pavel Grudinin,RU
131676,Maxim Suraykin,RU
131677,Boris Titov,RU
131678,Candidates in the 2008 Russian presidential election,RU
131679,Andrei Bogdanov (politician),RU
131680,Candidates in the 2012 Russian presidential election,RU
131681,Mikhail Prokhorov,RU
131682,Candidates in the 2004 Russian presidential election,RU
131683,Oleg Malyshkin,RU
131684,Ivan Rybkin,RU
131685,Aleksandr Semernyov,RU
131686,Sergey Abeltsev,RU
131687,Sergey Antufyev,RU
131688,Nikolay Ashlapov,RU
131689,Mikhail Babich,RU
131690,Anton Bakov,RU
131691,Lyubov Blizhina,RU
131692,Valentin Bobyrev,RU
131693,Andrey Bronitsyn,RU
131694,Alexey Chernyshov,RU
131695,Vladimir Churov,RU
131696,Nikolay Denin,RU
131697,Arsen Fadzaev,RU
131698,Viktor Gerashchenko,RU
131699,Georgy Golikov,RU
131700,Andrey Golovatyuk,RU
131701,Vladimir Gruzdev,RU
131702,Dimitri Gusakov,RU
131703,Yevgeni Ivanov (politician),RU
131704,Arsen Kanokov,RU
131705,Sergei Kapkov,RU
131706,Eduard Khamitov,RU
131707,Alexei Kondaurov,RU
131708,Nikolai Kondratenko,RU
131709,Lev Korshunov,RU
131710,"Alexander Kozlovsky (politician, born 1944)",RU
131711,Vladimir Krupchak,RU
131712,Alexander Krutov,RU
131713,Nikolai Kuryanovich,RU
131714,Alexander Lebedev,RU
131715,Nikolai Leonov,RU
131716,Albert Makashov,RU
131717,Vladimir Medinsky,RU
131718,Igor Morozov (politician),RU
131719,Ivan Mosyakin,RU
131720,Ivan Musatov,RU
131721,Alexander Rosenbaum,RU
131722,Andrey Savelyev,RU
131723,Ivan Savvidis,RU
131724,Vladimir Semago,RU
131725,Damir Shadaev,RU
131726,Andrey Shevelyov,RU
131727,Georgy Shpak,RU
131728,Oleg Skorlukov,RU
131729,Shamil Sultanov,RU
131730,Viktor Tyulkin,RU
131731,Valentin Varennikov,RU
131732,Valery Vostrotin,RU
131733,Ruslan Yamadayev,RU
131734,Ilya Yelizarov,RU
131735,Akhmar Zavgayev,RU
131736,Viktor Abramov,RU
131737,Spartak Akhmetov,RU
131738,Viktor Antonov (politician),RU
131739,Igor Arkhipov,RU
131740,Semyon Bagdasarov,RU
131741,Mikhail Banshchikov,RU
131742,Nikolai Budarin,RU
131743,Valeri Gladilin,RU
131744,Svetlana Ishmouratova,RU
131745,Mikhail Ivanov (cross-country skier),RU
131746,Yury Karabasov,RU
131747,Vladimir Kolesnikov,RU
131748,Aleksey Lebed,RU
131749,Anatoly Lisitsyn,RU
131750,Musa Manarov,RU
131751,Sergei Markov,RU
131752,Maksim Mishchenko,RU
131753,Mikhail Nenashev,RU
131754,Aleksandr Popov (swimmer),RU
131755,Igor Puzanov,RU
131756,Nikolay Rastorguyev,RU
131757,Konstantin Rykov,RU
131758,Yury Savenko,RU
131759,Anton Sikharulidze,RU
131760,Sergey Smetanyuk,RU
131761,Arkady Svistunov,RU
131762,Vladimir Ulas,RU
131763,Marat Zagidullov,RU
131764,Svetlana Zakharova (dancer),RU
131765,Vasily Zakharyashchev,RU
131766,Viktor Zimin (politician),RU
131767,Khizri Abakarov,RU
131768,Alexander Aksyonenko,RU
131769,Andrey Alekhin,RU
131770,Nikolay Alexeyenko,RU
131771,Sergey Altukhov,RU
131772,Petr Ammosov,RU
131773,Andrey Anikeyev,RU
131774,Igor Antropenko,RU
131775,Olga Anufriyeva,RU
131776,Georgy Arapov,RU
131777,Nikolay Arefiev,RU
131778,Rinat Ayupov,RU
131779,Leonid Babashov,RU
131780,Ivan Babich,RU
131781,Zarif Baiguskarov,RU
131782,Bekkhan Barakhoyev,RU
131783,Anton Basansky,RU
131784,Badma Bashankayev,RU
131785,Timofey Bazhenov,RU
131786,Evgeny Bessonov,RU
131787,Artyom Bichayev,RU
131788,Sergey Bidonko,RU
131789,Anatoly Bifov,RU
131790,Vladimir Blotsky,RU
131791,Irek Boguslavsky,RU
131792,Aleksandr Borisov (politician),RU
131793,Sergey Boyarsky,RU
131794,Nikolai Buduyev,RU
131795,Larisa Buranova,RU
131796,Sergey Burlakov,RU
131797,Nikolai Burlyayev,RU
131798,Nikita Chaplin,RU
131799,Alexey Chernyak,RU
131800,Sergey Chudaev,RU
131801,Vyacheslav Damdintsurunov,RU
131802,Mikhail Delyagin,RU
131803,Alexander Demin,RU
131804,Oleg Dimov,RU
131805,Nikolai Doluda,RU
131806,Andrey Doroshenko,RU
131807,Alexander Drozdov,RU
131808,Yuliya Drozhzhina,RU
131809,Viktor Dzyuba,RU
131810,Ayrat Farrakhov,RU
131811,Vyacheslav Fomichyov,RU
131812,Ruslan Gadzhiev,RU
131813,Abdulkhakim Gadzhiyev,RU
131814,Oleg Garin (politician),RU
131815,Dzhamaladin Gasanov,RU
131816,Dinar Gilmutdinov,RU
131817,Andrey Gimbatov,RU
131818,Oleg Golikov,RU
131819,Nikolay Goncharov,RU
131820,Andrey Gorokhov (politician),RU
131821,Aleksey Govyrin,RU
131822,Yury Grigoriev,RU
131823,Maksim Gulin,RU
131824,Andrey Gurulyov,RU
131825,Dmitry Gusev,RU
131826,Amir Hamitov,RU
131827,Vladimir Ilinykh,RU
131828,Vladimir Isakov (politician),RU
131829,Oleg Ivaninsky,RU
131830,"Maxim Ivanov (politician, born 1987)",RU
131831,"Vladimir Ivanov (politician, born 1971)",RU
131832,Leonid Ivlev,RU
131833,Sergey Kabyshev,RU
131834,Dmitry Kadenkov,RU
131835,Rustam Kalimullin,RU
131836,Georgy Kamnev,RU
131837,Alexey Kanayev,RU
131838,Timur Kanokov,RU
131839,Sholban Kara-ool,RU
131840,Georgy Karlov,RU
131841,Andrey Kartapolov,RU
131842,Biysultan Khamzaev,RU
131843,Dmitry Khubezov,RU
131844,Marina Kim,RU
131845,Artyom Kiryanov,RU
131846,Mikhail Kiselyov,RU
131847,Mikhail Kislyakov,RU
131848,Mikhail Kizeyev (politician),RU
131849,Dmitry Kobylkin,RU
131850,Aleksandr Kogan (politician),RU
131851,Sergey Kolunov,RU
131852,Vladimir Koshelev,RU
131853,Vitaly Kushnarev,RU
131854,Andrey Kuznetsov (politician),RU
131855,Dmitry Kuznetsov (politician),RU
131856,Eduard Kuznetsov (politician),RU
131857,Yevgeny Lebedev (politician),RU
131858,Ruslan Lechkhadzhiev,RU
131859,Oleg Leonov (politician),RU
131860,Sergey Leonov,RU
131861,Anatoly Lesun,RU
131862,Vitaly Likhachyov,RU
131863,Sergey Lisovsky,RU
131864,Vyacheslav Loginov,RU
131865,Dmitry Lotsmanov,RU
131866,Roman Lyubarsky,RU
131867,Vyacheslav Makarov,RU
131868,Andrey Markov (politician),RU
131869,Evgeny Markov (politician),RU
131870,Oleg Matveychev,RU
131871,Mikhail Matveyev (politician),RU
131872,Oleg Matytsin,RU
131873,Denis Maydanov,RU
131874,Alexander Mazhuga,RU
131875,Artem Metelev,RU
131876,Aidar Metshin,RU
131877,Oleg Mikhailov (politician),RU
131878,Sergey Morozov (politician),RU
131879,Alexey Nechayev,RU
131880,Anton Nemkin,RU
131881,Evgeny Nifantiev,RU
131882,Nikolay Novichkov,RU
131883,Nurbagand Nurbagandov,RU
131884,Marat Nuriyev,RU
131885,Leonid Ogul,RU
131886,Kaplan Panesh,RU
131887,Gennady Panin,RU
131888,Andrey Parfyonov,RU
131889,"Vladimir Pavlov (politician, born 1976)",RU
131890,Yevgeny Pervyshov,RU
131891,Alexander Petrov (politician),RU
131892,Sergey Petrov (politician),RU
131893,Vyacheslav Petrov,RU
131894,"Yury Petrov (politician, born 1947)",RU
131895,Dmitry Pevtsov,RU
131896,Vladimir Plyakin,RU
131897,Dmitry Pogorely,RU
131898,Alexander Polyakov (politician),RU
131899,Arkady Ponomaryov,RU
131900,Yevgeny Popov (journalist),RU
131901,Artem Prokofiev,RU
131902,Roman Ptitsyn,RU
131903,Alexander Rumyantsev (politician),RU
131904,Nikita Rumyantsev,RU
131905,Alla Salayeva,RU
131906,Vladimir Samokish,RU
131907,Aidyn Saryglar,RU
131908,Vladimir Senin,RU
131909,Sergey Shargunov,RU
131910,Nikolai Shcheglov,RU
131911,Grigory Shilkin,RU
131912,Nikolay Shulginov,RU
131913,Pavel Simigin,RU
131914,Vladimir Sipyagin,RU
131915,Alexey Sitnikov (politician),RU
131916,Alexander Skachkov,RU
131917,Viktor Smirnov,RU
131918,Viktor Sobolev (politician),RU
131919,Ivan Solodovnikov,RU
131920,Sergey Soloviev (politician),RU
131921,Alexander Spiridonov,RU
131922,Yury Stankevich,RU
131923,Mikhail Starshinov,RU
131924,Alexander Strelyukhin,RU
131925,Renat Suleymanov,RU
131926,Sangadzhi Tarbaev,RU
131927,Muslim Tatriev,RU
131928,Roman Teryushkov,RU
131929,Alexander Teterdinko,RU
131930,Anton Tkachev,RU
131931,Alexander Tolmachev,RU
131932,Maxim Topilin,RU
131933,Andrey Trifonov,RU
131934,Nikolay Tsed,RU
131935,Saygidpasha Umakhanov,RU
131936,Dzhasharbek Uzdenov,RU
131937,Soltan Uzdenov,RU
131938,Roman Vodyanov,RU
131939,Ilia Volfson,RU
131940,Alexey Volotskov,RU
131941,Andrey Vorobiev,RU
131942,Anatoly Voronovsky,RU
131943,Anatoly Wasserman,RU
131944,Azat Yagafarov,RU
131945,Konstantin Zakharov (politician),RU
131946,Khassan Baiev,RU
131947,Doctor Mike,RU
131948,Nikolai Izmerov,RU
131949,Sergey Pavlovich Morozov,RU
131950,Fyodor Uglov,RU
131951,Igor Ursov,RU
131952,Sergey Arzhanukhin,RU
131953,Alex Battler,RU
131954,Viktor Bychkov (philosopher),RU
131955,Igor Chubais,RU
131956,Alexander N. Chumakov,RU
131957,Alexander Dobrokhotov,RU
131958,Geydar Dzhemal,RU
131959,Mikhail Epstein,RU
131960,Dmitry Galkovsky,RU
131961,Leonid Grinin,RU
131962,Aleksandr Kapto,RU
131963,Sergey Karaganov,RU
131964,Anatoly Khazanov,RU
131965,Richard Kosolapov,RU
131966,Gennady Makanin,RU
131967,Kirill Martynov,RU
131968,Mikhail Maslin,RU
131969,Mikhail Minakov,RU
131970,Grigori Mints,RU
131971,Vladimir Ogorodnikov,RU
131972,Zaid Orudzhev,RU
131973,Albert Razin,RU
131974,Anatoly Rykov,RU
131975,Vyacheslav Shestakov,RU
131976,Vadim Shtepa,RU
131977,Leonid Stolovich,RU
131978,Karen Swassjan,RU
131979,Victor Alekseyevich Vaziulin,RU
131980,Mikhail Veller,RU
131981,Dmitry Volkov (entrepreneur),RU
131982,Igor Yefimov,RU
131983,Sergey Zagraevsky,RU
131984,Øneheart,RU
131985,Andro (singer),RU
131986,Anikv,RU
131987,Big Baby Tape,RU
131988,Dina Saeva,RU
131989,Vanya Dmitrienko,RU
131990,El'man,RU
131991,Eldzhey,RU
131992,Feduk,RU
131993,GAVRILINA,RU
131994,Islam Itlyashev,RU
131995,Artyom Kacher,RU
131996,Oskar Kuchera,RU
131997,The Limba,RU
131998,Loc-Dog,RU
131999,Macan (singer),RU
132000,Mari Kraimbrery,RU
132001,Markul,RU
132002,Slava Marlow,RU
132003,Matrang,RU
132004,Mayot (singer),RU
132005,Saidash Mongush,RU
132006,Mot (rapper),RU
132007,Nepara,RU
132008,Niletto,RU
132009,Molodoj Platon,RU
132010,Rakhim,RU
132011,Ramil',RU
132012,Anet Sai,RU
132013,Slame,RU
132014,Smoky Mo,RU
132015,Soda Luv,RU
132016,Lesha Svik,RU
132017,Thrill Pill,RU
132018,Vacío (rapper),RU
132019,Yanix,RU
132020,Oleg Zhukov (singer),RU
132021,Dmitry Belosselskiy,RU
132022,Dmitri Hvorostovsky,RU
132023,Mikhail Kruglov,RU
132024,Alexey Kudrya,RU
132025,Petr Migunov,RU
132026,Vladimir Miller,RU
132027,Maxim Mironov,RU
132028,Ivan Ozhogin,RU
132029,Mikhail Petrenko,RU
132030,Boris Pinkhasovich,RU
132031,Alexander Vinogradov (bass),RU
132032,Leonid Agutin,RU
132033,Akim Apachev,RU
132034,Oleg Akkuratov,RU
132035,Sergey Alimpiev,RU
132036,Sergey Amoralov,RU
132037,Astemir Apanasov,RU
132038,Zelim Bakaev,RU
132039,Nikolay Baskov,RU
132040,Sergey Belikov,RU
132041,Anton Belyaev,RU
132042,Arthur Berkut,RU
132043,Dima Bilan,RU
132044,Sergey Boldyrev,RU
132045,Amarkhuu Borkhuu,RU
132046,Nike Borzov,RU
132047,Mikhail Boyarsky,RU
132048,Alexander Buinov,RU
132049,Metodie Bujor,RU
132050,Andrei Chadov,RU
132051,Prokhor Chaliapin,RU
132052,Sergey Chigrakov,RU
132053,Sergey Chumakov (singer),RU
132054,Danko (singer),RU
132055,Detsl,RU
132056,Ali Dimayev,RU
132057,Viktor Dobronravov,RU
132058,Aleksandr Domogarov,RU
132059,Pyotr Dranga,RU
132060,Dmitri Dyuzhev,RU
132061,Mitya Fomin,RU
132062,Garik Kharlamov,RU
132063,Aleksey Goman,RU
132064,Mikhail Gorsheniov,RU
132065,Alexander Gradsky,RU
132066,Boris Grebenshchikov,RU
132067,Andrey Gubin,RU
132068,Aleksandr Aleksandrovich Ilyin,RU
132069,Alexander Ivanov (singer),RU
132070,Ivasi,RU
132071,JONY (singer),RU
132072,Julian (singer),RU
132073,Sevak Khanagyan,RU
132074,Eduard Khil,RU
132075,Yuliy Kim,RU
132076,Valery Kipelov,RU
132077,Philipp Kirkorov,RU
132078,Andrei Knyazev (musician),RU
132079,Alexey Kokhanov,RU
132080,Psoy Korolenko,RU
132081,Kristian Kostov,RU
132082,Alexander Kotusov,RU
132083,Dmitry Krasilov,RU
132084,Egor Kreed,RU
132085,Oleg Kukhta,RU
132086,Albert Kuvezin,RU
132087,Vladimir Kuzmin,RU
132088,Sergey Lazarev,RU
132089,Sergey Lemokh,RU
132090,Maxim Leonidov,RU
132091,Stanislav Leontiev,RU
132092,Valery Leontiev,RU
132093,Grigory Leps,RU
132094,Lev Leshchenko,RU
132095,Igor Lobanov,RU
132096,Vladimir Lyovkin,RU
132097,Dmitry Malikov,RU
132098,Alexander Malinin,RU
132099,Pyotr Mamonov,RU
132100,Aleksandr Marshal,RU
132101,Sergey Mazayev,RU
132102,Valery Meladze,RU
132103,Kai Metov,RU
132104,Stas Mikhaylov,RU
132105,Danya Milokhin,RU
132106,Misha Marvin,RU
132107,Peter Nalitch,RU
132108,Igor Nikolayev,RU
132109,Alexander Oleshko,RU
132110,Kongar-ool Ondar,RU
132111,Pascal (singer),RU
132112,Stas Piekha,RU
132113,Oleg Pogudin,RU
132114,Maksim Pokrovsky,RU
132115,Vladimir Politov,RU
132116,Vladimir Presnyakov Jr.,RU
132117,Ilya Prusikin,RU
132118,Elmar Rajsur,RU
132119,Stahan Rakhimov,RU
132120,Vladislav Ramm,RU
132121,Aleksandr Revva,RU
132122,Timur Rodriguez,RU
132123,Sergei Savin (singer),RU
132124,Aleksander Serov,RU
132125,Ilya Serov,RU
132126,Yuri Shatunov,RU
132127,Yuri Shevchuk,RU
132128,Sergey Shnurov,RU
132129,Mikhail Shufutinsky,RU
132130,Shura (Russian singer),RU
132131,Semyon Slepakov,RU
132132,Marteen (Russian singer),RU
132133,Vlad Sokolovsky,RU
132134,Vlad Stashevsky,RU
132135,Nikolay Stravinsky,RU
132136,Garik Sukachov,RU
132137,Svoy,RU
132138,T-killah,RU
132139,Gennady Tkachenko-Papizh,RU
132140,Vlad Topalov,RU
132141,Sergei Trofimov,RU
132142,Felix Tsarikati,RU
132143,Alexander Vasilyev (musician),RU
132144,Gerard Vasilyev,RU
132145,Alexey Vishnya,RU
132146,Vitas,RU
132147,Sergei Volchkov (singer),RU
132148,Alexey Vorobyov,RU
132149,Grey Wiese,RU
132150,Sergei Zakharov (singer),RU
132151,Vyacheslav Zherebkin,RU
132152,Sergey Zhukov (musician),RU
132153,Ivan Bessonov,RU
132154,Ivan Farmakovsky,RU
132155,Gregory Haimovsky,RU
132156,Irina Lankova,RU
132157,Alexander Lubyantsev,RU
132158,Igor and Olga Machlak,RU
132159,Sergueï Markarov,RU
132160,Sergey Musaelyan,RU
132161,Alexander Radvilovich,RU
132162,Sergei Redkin,RU
132163,Evgeny Starodubtsev,RU
132164,Arseny Tarasevich-Nikolaev,RU
132165,Andrey Zelenskiy,RU
132166,Dmitri Alexeev,RU
132167,Dmitri Bashkirov,RU
132168,Anton Batagov,RU
